id,handle,sku,composite_type,composite_parent_sku,composite_quantity,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,supply_price,retail_price,loyalty_value,account_code,account_code_purchase,supplier_code_ignore,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Titan Flooring,inventory_Titan Flooring,reorder_point_Titan Flooring,restock_level_Titan Flooring
0c9b6e57-0cdd-4e5b-ab69-73febc0f3980,CANS8MMLAMINATEWATERPROOFFIBREPLANKS772CROWNPOINT,LAM-CANS-0009,,,,"CANSLAM - 8MM Laminate Waterproof Fibre Planks (Crown Point) | 7.72"" x 8mm x RL - 25.63sf/b","Box size (sf): 25.63 | AC rating: AC4 | Promo cost ($/sf): 1.29 | Promo end date: 2026-09-30 | Last price update: 2026-08-31 | Price last changed by: Manual | Stock status: Discontinued | Waterproof: TRUE | Salesperson notes: LS ID backfilled 2026-09-03 by colour+spec match to Lightspeed product ""(P) CANLAM - 8MM Laminate Planks -  (Crown Point)  | #CAN.L.CroPoi.1 |"". PROMO (no window printed): 'Soft Launch Special' prints 'Special Price $1.29' / 'Regular Price $1.79'. Global sale-item logic applied; global month-end default used for the end date -> 2026-09-30 (the list is effective 31-Aug-2026 and today is 03-Sep-2026). Confirm the real end date. 196mm x 1215mm x 8mm; Width (in) 7.72 converted from 196mm. 'New Arrival'. Supplier marks this colour *DISCONTINUE ITEM* on the Aug 31 2026 list -> Stock status = Discontinued, Active = FALSE. Confirm remaining stock before import. COST BASIS UNCONFIRMED: the Aug 31 2026 Product Guide prints a single price with no statement of whether it is Titan's dealer cost or suggested retail. Printed price entered in Cost/unit as-is with no multiplier; Retail = Cost + $1.00. May need a dealer multiplier (cf. CIF x0.60, Olympia x0.564, Biyork MSRP-vs-Your-Price) before import - Albert to settle. NEW SUPPLIER - Canadian Standard has no subsection in bert-airtable-schema and no records/Supplier option in Airtable. Global rules only; supplier onboarding checklist still owed. SKU suffix 'CANS' and the LS handle scheme are unconfirmed (CANS implied by the skill's HWD-CANS-0001 format example). | MatchStatus: new",FLOORING / LAMINATE,,,,,,,,1.79,2.79,,,,,Canadian Standard,Canadian Standard,,0,1,Default Tax,,,
c78983eb-6db5-4055-9f2c-93dd5dee0151,CANS8MMLAMINATEWATERPROOFFIBREPLANKS772FIVEPEAKS,LAM-CANS-0010,,,,"CANSLAM - 8MM Laminate Waterproof Fibre Planks (Five Peaks) | 7.72"" x 8mm x RL - 25.63sf/b","Box size (sf): 25.63 | AC rating: AC4 | Promo cost ($/sf): 1.29 | Promo end date: 2026-09-30 | Last price update: 2026-08-31 | Price last changed by: Manual | Active: TRUE | Waterproof: TRUE | Salesperson notes: LS ID backfilled 2026-09-03 by colour+spec match to Lightspeed product ""(P) CANLAM - 8MM Laminate Planks -  (Five Peaks)  | #CAN.L.FivPea.1 | "". PROMO (no window printed): 'Soft Launch Special' prints 'Special Price $1.29' / 'Regular Price $1.79'. Global sale-item logic applied; global month-end default used for the end date -> 2026-09-30 (the list is effective 31-Aug-2026 and today is 03-Sep-2026). Confirm the real end date. 196mm x 1215mm x 8mm; Width (in) 7.72 converted from 196mm. 'New Arrival'. COST BASIS UNCONFIRMED: the Aug 31 2026 Product Guide prints a single price with no statement of whether it is Titan's dealer cost or suggested retail. Printed price entered in Cost/unit as-is with no multiplier; Retail = Cost + $1.00. May need a dealer multiplier (cf. CIF x0.60, Olympia x0.564, Biyork MSRP-vs-Your-Price) before import - Albert to settle. NEW SUPPLIER - Canadian Standard has no subsection in bert-airtable-schema and no records/Supplier option in Airtable. Global rules only; supplier onboarding checklist still owed. SKU suffix 'CANS' and the LS handle scheme are unconfirmed (CANS implied by the skill's HWD-CANS-0001 format example). | MatchStatus: new",FLOORING / LAMINATE,,,,,,,,1.79,2.79,,,,,Canadian Standard,Canadian Standard,,1,1,Default Tax,,,
3d9e80db-8910-4fbe-9a6b-ea4b46727aeb,CANS8MMLAMINATEWATERPROOFFIBREPLANKS772LAKEVIEW,LAM-CANS-0011,,,,"CANSLAM - 8MM Laminate Waterproof Fibre Planks (Lake View) | 7.72"" x 8mm x RL - 25.63sf/b","Box size (sf): 25.63 | AC rating: AC4 | Promo cost ($/sf): 1.29 | Promo end date: 2026-09-30 | Last price update: 2026-08-31 | Price last changed by: Manual | Active: TRUE | Waterproof: TRUE | Salesperson notes: LS ID backfilled 2026-09-03 by colour+spec match to Lightspeed product ""(P) CANLAM - 8MM Laminate Planks -  (Lake View)  | #CAN.L.LakVie.1 |  "". PROMO (no window printed): 'Soft Launch Special' prints 'Special Price $1.29' / 'Regular Price $1.79'. Global sale-item logic applied; global month-end default used for the end date -> 2026-09-30 (the list is effective 31-Aug-2026 and today is 03-Sep-2026). Confirm the real end date. 196mm x 1215mm x 8mm; Width (in) 7.72 converted from 196mm. 'New Arrival'. COST BASIS UNCONFIRMED: the Aug 31 2026 Product Guide prints a single price with no statement of whether it is Titan's dealer cost or suggested retail. Printed price entered in Cost/unit as-is with no multiplier; Retail = Cost + $1.00. May need a dealer multiplier (cf. CIF x0.60, Olympia x0.564, Biyork MSRP-vs-Your-Price) before import - Albert to settle. NEW SUPPLIER - Canadian Standard has no subsection in bert-airtable-schema and no records/Supplier option in Airtable. Global rules only; supplier onboarding checklist still owed. SKU suffix 'CANS' and the LS handle scheme are unconfirmed (CANS implied by the skill's HWD-CANS-0001 format example). | MatchStatus: new",FLOORING / LAMINATE,,,,,,,,1.79,2.79,,,,,Canadian Standard,Canadian Standard,,1,1,Default Tax,,,
b9d07710-9c64-4eef-b44e-3b5bdb5c9acb,CANS8MMLAMINATEWATERPROOFFIBREPLANKS772LAURELRIDGE,LAM-CANS-0012,,,,"CANSLAM - 8MM Laminate Waterproof Fibre Planks (Laurel Ridge) | 7.72"" x 8mm x RL - 25.63sf/b","Box size (sf): 25.63 | AC rating: AC4 | Promo cost ($/sf): 1.29 | Promo end date: 2026-09-30 | Last price update: 2026-08-31 | Price last changed by: Manual | Active: TRUE | Waterproof: TRUE | Salesperson notes: LS ID backfilled 2026-09-03 by colour+spec match to Lightspeed product ""(P) CANLAM - 8MM Laminate Planks -  (Laurel Ridge)  | #CAN.L.LauRid.1 "". PROMO (no window printed): 'Soft Launch Special' prints 'Special Price $1.29' / 'Regular Price $1.79'. Global sale-item logic applied; global month-end default used for the end date -> 2026-09-30 (the list is effective 31-Aug-2026 and today is 03-Sep-2026). Confirm the real end date. 196mm x 1215mm x 8mm; Width (in) 7.72 converted from 196mm. 'New Arrival'. COST BASIS UNCONFIRMED: the Aug 31 2026 Product Guide prints a single price with no statement of whether it is Titan's dealer cost or suggested retail. Printed price entered in Cost/unit as-is with no multiplier; Retail = Cost + $1.00. May need a dealer multiplier (cf. CIF x0.60, Olympia x0.564, Biyork MSRP-vs-Your-Price) before import - Albert to settle. NEW SUPPLIER - Canadian Standard has no subsection in bert-airtable-schema and no records/Supplier option in Airtable. Global rules only; supplier onboarding checklist still owed. SKU suffix 'CANS' and the LS handle scheme are unconfirmed (CANS implied by the skill's HWD-CANS-0001 format example). | MatchStatus: new",FLOORING / LAMINATE,,,,,,,,1.79,2.79,,,,,Canadian Standard,Canadian Standard,,1,1,Default Tax,,,
8420bcd1-424c-4cb5-aad7-491592d74fe8,CANS8MMLAMINATEWATERPROOFFIBREPLANKS772OAKBRIDGE,LAM-CANS-0013,,,,"CANSLAM - 8MM Laminate Waterproof Fibre Planks (Oak Bridge) | 7.72"" x 8mm x RL - 25.63sf/b","Box size (sf): 25.63 | AC rating: AC4 | Promo cost ($/sf): 1.29 | Promo end date: 2026-09-30 | Last price update: 2026-08-31 | Price last changed by: Manual | Active: TRUE | Waterproof: TRUE | Salesperson notes: LS ID backfilled 2026-09-03 by colour+spec match to Lightspeed product ""(P) CANLAM - 8MM Laminate Planks -  (Oak Bridge)  | #CAN.L.OakBri.1 | "". PROMO (no window printed): 'Soft Launch Special' prints 'Special Price $1.29' / 'Regular Price $1.79'. Global sale-item logic applied; global month-end default used for the end date -> 2026-09-30 (the list is effective 31-Aug-2026 and today is 03-Sep-2026). Confirm the real end date. 196mm x 1215mm x 8mm; Width (in) 7.72 converted from 196mm. 'New Arrival'. COST BASIS UNCONFIRMED: the Aug 31 2026 Product Guide prints a single price with no statement of whether it is Titan's dealer cost or suggested retail. Printed price entered in Cost/unit as-is with no multiplier; Retail = Cost + $1.00. May need a dealer multiplier (cf. CIF x0.60, Olympia x0.564, Biyork MSRP-vs-Your-Price) before import - Albert to settle. NEW SUPPLIER - Canadian Standard has no subsection in bert-airtable-schema and no records/Supplier option in Airtable. Global rules only; supplier onboarding checklist still owed. SKU suffix 'CANS' and the LS handle scheme are unconfirmed (CANS implied by the skill's HWD-CANS-0001 format example). | MatchStatus: new",FLOORING / LAMINATE,,,,,,,,1.79,2.79,,,,,Canadian Standard,Canadian Standard,,1,1,Default Tax,,,
07d6471c-5b62-477c-a98d-f8d1c41033de,CANS8MMLAMINATEWATERPROOFFIBREPLANKS772TOWNMILL,LAM-CANS-0014,,,,"CANSLAM - 8MM Laminate Waterproof Fibre Planks (Town Mill) | 7.72"" x 8mm x RL - 25.63sf/b","Box size (sf): 25.63 | AC rating: AC4 | Promo cost ($/sf): 1.29 | Promo end date: 2026-09-30 | Last price update: 2026-08-31 | Price last changed by: Manual | Active: TRUE | Waterproof: TRUE | Salesperson notes: LS ID backfilled 2026-09-03 by colour+spec match to Lightspeed product ""(P) CANLAM - 8MM Laminate Planks -  (Town Mill)  | #CAN.L.TowMil.1 |  "". PROMO (no window printed): 'Soft Launch Special' prints 'Special Price $1.29' / 'Regular Price $1.79'. Global sale-item logic applied; global month-end default used for the end date -> 2026-09-30 (the list is effective 31-Aug-2026 and today is 03-Sep-2026). Confirm the real end date. 196mm x 1215mm x 8mm; Width (in) 7.72 converted from 196mm. 'New Arrival'. COST BASIS UNCONFIRMED: the Aug 31 2026 Product Guide prints a single price with no statement of whether it is Titan's dealer cost or suggested retail. Printed price entered in Cost/unit as-is with no multiplier; Retail = Cost + $1.00. May need a dealer multiplier (cf. CIF x0.60, Olympia x0.564, Biyork MSRP-vs-Your-Price) before import - Albert to settle. NEW SUPPLIER - Canadian Standard has no subsection in bert-airtable-schema and no records/Supplier option in Airtable. Global rules only; supplier onboarding checklist still owed. SKU suffix 'CANS' and the LS handle scheme are unconfirmed (CANS implied by the skill's HWD-CANS-0001 format example). | MatchStatus: new",FLOORING / LAMINATE,,,,,,,,1.79,2.79,,,,,Canadian Standard,Canadian Standard,,1,1,Default Tax,,,
cf774598-786b-4d56-9531-0cbb0f5fcd8d,CANS8MMLAMINATEWATERPROOFFIBREPLANKS772WILLOWCREEK,LAM-CANS-0015,,,,"CANSLAM - 8MM Laminate Waterproof Fibre Planks (Willow Creek) | 7.72"" x 8mm x RL - 25.63sf/b","Box size (sf): 25.63 | AC rating: AC4 | Promo cost ($/sf): 1.29 | Promo end date: 2026-09-30 | Last price update: 2026-08-31 | Price last changed by: Manual | Active: TRUE | Waterproof: TRUE | Salesperson notes: LS ID backfilled 2026-09-03 by colour+spec match to Lightspeed product ""(P) CANLAM - 8MM Laminate Planks -  (Willow Creek)  | #CAN.L.WilCre.1 "". PROMO (no window printed): 'Soft Launch Special' prints 'Special Price $1.29' / 'Regular Price $1.79'. Global sale-item logic applied; global month-end default used for the end date -> 2026-09-30 (the list is effective 31-Aug-2026 and today is 03-Sep-2026). Confirm the real end date. 196mm x 1215mm x 8mm; Width (in) 7.72 converted from 196mm. 'New Arrival'. COST BASIS UNCONFIRMED: the Aug 31 2026 Product Guide prints a single price with no statement of whether it is Titan's dealer cost or suggested retail. Printed price entered in Cost/unit as-is with no multiplier; Retail = Cost + $1.00. May need a dealer multiplier (cf. CIF x0.60, Olympia x0.564, Biyork MSRP-vs-Your-Price) before import - Albert to settle. NEW SUPPLIER - Canadian Standard has no subsection in bert-airtable-schema and no records/Supplier option in Airtable. Global rules only; supplier onboarding checklist still owed. SKU suffix 'CANS' and the LS handle scheme are unconfirmed (CANS implied by the skill's HWD-CANS-0001 format example). | MatchStatus: new",FLOORING / LAMINATE,,,,,,,,1.79,2.79,,,,,Canadian Standard,Canadian Standard,,1,1,Default Tax,,,
c28de139-1fea-4fd2-b9aa-5b4f62e4e672,CANS8MMLAMINATEWATERPROOFFIBREPLANKS772WOODLAND,LAM-CANS-0016,,,,"CANSLAM - 8MM Laminate Waterproof Fibre Planks (Wood Land) | 7.72"" x 8mm x RL - 25.63sf/b","Box size (sf): 25.63 | AC rating: AC4 | Promo cost ($/sf): 1.29 | Promo end date: 2026-09-30 | Last price update: 2026-08-31 | Price last changed by: Manual | Active: TRUE | Waterproof: TRUE | Salesperson notes: LS ID backfilled 2026-09-03 by colour+spec match to Lightspeed product ""(P) CANLAM - 8MM Laminate Planks -  (Wood Land)  | #CAN.L.WooLan.1 |  "". PROMO (no window printed): 'Soft Launch Special' prints 'Special Price $1.29' / 'Regular Price $1.79'. Global sale-item logic applied; global month-end default used for the end date -> 2026-09-30 (the list is effective 31-Aug-2026 and today is 03-Sep-2026). Confirm the real end date. 196mm x 1215mm x 8mm; Width (in) 7.72 converted from 196mm. 'New Arrival'. COST BASIS UNCONFIRMED: the Aug 31 2026 Product Guide prints a single price with no statement of whether it is Titan's dealer cost or suggested retail. Printed price entered in Cost/unit as-is with no multiplier; Retail = Cost + $1.00. May need a dealer multiplier (cf. CIF x0.60, Olympia x0.564, Biyork MSRP-vs-Your-Price) before import - Albert to settle. NEW SUPPLIER - Canadian Standard has no subsection in bert-airtable-schema and no records/Supplier option in Airtable. Global rules only; supplier onboarding checklist still owed. SKU suffix 'CANS' and the LS handle scheme are unconfirmed (CANS implied by the skill's HWD-CANS-0001 format example). | MatchStatus: new",FLOORING / LAMINATE,,,,,,,,1.79,2.79,,,,,Canadian Standard,Canadian Standard,,1,1,Default Tax,,,
0a6f6e36-8b89-11eb-f3d6-7e8af1283744,CANSANTIKKWOODENGINEEREDHANDSCRAPEDCLICK5OAKGREYHARBOUR,ENG-CANS-0139,,,,"CANSENG - Engineered Handscraped Click Oak (Grey Harbour) | 5"" x 12.7mm x RL - 33.95sf/b","Box size (sf): 33.95 | Finish type: Handscraped | Install method: Float | Last price update: 2026-08-31 | Price last changed by: Manual | Active: TRUE | Salesperson notes: LS ID backfilled 2026-09-03 by colour+spec match to Lightspeed product ""CANENG - Antikkwood (HS Click) - Oak (Grey Harbour) Click | #CAN.E.M.G"". Antikkwood - Engineered Handscraped Click. 5"" x 1/2"" x RL. COST BASIS UNCONFIRMED: the Aug 31 2026 Product Guide prints a single price with no statement of whether it is Titan's dealer cost or suggested retail. Printed price entered in Cost/unit as-is with no multiplier; Retail = Cost + $1.00. May need a dealer multiplier (cf. CIF x0.60, Olympia x0.564, Biyork MSRP-vs-Your-Price) before import - Albert to settle. NEW SUPPLIER - Canadian Standard has no subsection in bert-airtable-schema and no records/Supplier option in Airtable. Global rules only; supplier onboarding checklist still owed. SKU suffix 'CANS' and the LS handle scheme are unconfirmed (CANS implied by the skill's HWD-CANS-0001 format example). | MatchStatus: new",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.19,4.19,,,,,Antikkwood,Canadian Standard,,1,1,Default Tax,,,
0a6f6e36-8b89-11eb-f3d6-7e8aef83255a,CANSANTIKKWOODENGINEEREDTG6HICKORYNIGHTOWL,ENG-CANS-0140,,,,"CANSENG - Engineered T&G Hickory (Night Owl) | 6"" x 19.05mm x RL - 20.62sf/b","Box size (sf): 20.62 | Finish type: Handscraped & Wirebrushed | Install method: Nail / staple | Last price update: 2026-08-31 | Price last changed by: Manual | Stock status: Discontinued | Salesperson notes: LS ID backfilled 2026-09-03 by colour+spec match to Lightspeed product ""CANENG - Antikkwood (T&G) - Hickory (Night Owl) T&G | #CAN.E.H.NigOwl."". Antikkwood - Engineered T&G. Supplier marks this colour *DISCONTINUE ITEM* on the Aug 31 2026 list -> Stock status = Discontinued, Active = FALSE. Confirm remaining stock before import. COST BASIS UNCONFIRMED: the Aug 31 2026 Product Guide prints a single price with no statement of whether it is Titan's dealer cost or suggested retail. Printed price entered in Cost/unit as-is with no multiplier; Retail = Cost + $1.00. May need a dealer multiplier (cf. CIF x0.60, Olympia x0.564, Biyork MSRP-vs-Your-Price) before import - Albert to settle. NEW SUPPLIER - Canadian Standard has no subsection in bert-airtable-schema and no records/Supplier option in Airtable. Global rules only; supplier onboarding checklist still owed. SKU suffix 'CANS' and the LS handle scheme are unconfirmed (CANS implied by the skill's HWD-CANS-0001 format example). | MatchStatus: new",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Antikkwood,Canadian Standard,,0,1,Default Tax,,,
