SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus
LVP-IMPR-37070,IMPRESSIVE Volterra — KINGSVILLE,IMPRESSIVE,IMPRESSIVE,37070,,IMPVINVOLTERRA7KINGSVILLE,Volterra,Flooring,LVP,Dryback / Glue-down vinyl,,KINGSVILLE,,,7,"48""",2,12,,,,UV Cured Acrylic,Glue Down,Glue Down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,,,,new
LVP-IMPR-37071,IMPRESSIVE Volterra — RENWICK,IMPRESSIVE,IMPRESSIVE,37071,,IMPVINVOLTERRA7RENWICK,Volterra,Flooring,LVP,Dryback / Glue-down vinyl,,RENWICK,,,7,"48""",2,12,,,,UV Cured Acrylic,Glue Down,Glue Down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,,,,new
LVP-IMPR-37072,IMPRESSIVE Volterra — FERENDALE,IMPRESSIVE,IMPRESSIVE,37072,,IMPVINVOLTERRA7FERENDALE,Volterra,Flooring,LVP,Dryback / Glue-down vinyl,,FERENDALE,,,7,"48""",2,12,,,,UV Cured Acrylic,Glue Down,Glue Down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,,,,new
LVP-IMPR-37073,IMPRESSIVE Volterra — FRASER,IMPRESSIVE,IMPRESSIVE,37073,,IMPVINVOLTERRA7FRASER,Volterra,Flooring,LVP,Dryback / Glue-down vinyl,,FRASER,,,7,"48""",2,12,,,,UV Cured Acrylic,Glue Down,Glue Down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,,,,new
LVP-IMPR-37074,IMPRESSIVE Volterra — NORTHVILLE,IMPRESSIVE,IMPRESSIVE,37074,,IMPVINVOLTERRA7NORTHVILLE,Volterra,Flooring,LVP,Dryback / Glue-down vinyl,,NORTHVILLE,,,7,"48""",2,12,,,,UV Cured Acrylic,Glue Down,Glue Down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,,,,new
LVP-IMPR-37075,IMPRESSIVE Volterra — LENOX,IMPRESSIVE,IMPRESSIVE,37075,,IMPVINVOLTERRA7LENOX,Volterra,Flooring,LVP,Dryback / Glue-down vinyl,,LENOX,,,7,"48""",2,12,,,,UV Cured Acrylic,Glue Down,Glue Down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,,,,new
LVP-IMPR-37076,IMPRESSIVE Volterra — ARMADA,IMPRESSIVE,IMPRESSIVE,37076,,IMPVINVOLTERRA7ARMADA,Volterra,Flooring,LVP,Dryback / Glue-down vinyl,,ARMADA,,,7,"48""",2,12,,,,UV Cured Acrylic,Glue Down,Glue Down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,,,,new
LVP-IMPR-37077,IMPRESSIVE Volterra — ROCKVILLE,IMPRESSIVE,IMPRESSIVE,37077,,IMPVINVOLTERRA7ROCKVILLE,Volterra,Flooring,LVP,Dryback / Glue-down vinyl,,ROCKVILLE,,,7,"48""",2,12,,,,UV Cured Acrylic,Glue Down,Glue Down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,,,,new
LVP-IMPR-37050,IMPRESSIVE Ventura — HOLLAND,IMPRESSIVE,IMPRESSIVE,37050,,IMPVINVENTURA7HOLLAND,Ventura,Flooring,LVP,Dryback / Glue-down vinyl,,HOLLAND,,,7,"48""",2.5,20,,,,UV Cured Acrylic,Glue Down,Glue Down,,,,,,,,,1.31,2.31,,,,,,2026-09-22,Cowork,50.92,,50,,In stock,TRUE,,,,,,,,,,,new
LVP-IMPR-37051,IMPRESSIVE Ventura — DUTTON,IMPRESSIVE,IMPRESSIVE,37051,,IMPVINVENTURA7DUTTON,Ventura,Flooring,LVP,Dryback / Glue-down vinyl,,DUTTON,,,7,"48""",2.5,20,,,,UV Cured Acrylic,Glue Down,Glue Down,,,,,,,,,1.31,2.31,,,,,,2026-09-22,Cowork,50.92,,50,,In stock,TRUE,,,,,,,,,,,new
