SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus
LVP-FAWK-0009,"NAF 7mm Aquaplus Select Vinyl 7.2"" — Bay",,,,8f45be30-74d6-4d2f-a139-e766b1cef5e8,LVP72VNYBAY,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,2.99,,,,,,2026-09-21,Cowork,,,,,,,,,,,,,,2026-09-21 FAW Sept 19 list: Bay was priced below the rest of the Aquaplus Select group ($1.79 vs $1.99) — aligned to the list's collection-wide $1.99.,,recry8htMQiDHT1KZ,matched
LVP-FAWK-0028,"NAF 7mm Aquaplus Gold Vinyl 7.1"" — Lismore",,,,6006d007-32f5-4505-a046-0ca08a812b25,LVP71VNYLISMORE,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,2.99,,,,,,2026-09-21,Cowork,,,,,,,,,,,,,,2026-09-21 FAW Sept 19 list: Lismore was priced below the rest of the Aquaplus Gold group ($1.79 vs $1.99) — aligned to the list's collection-wide $1.99.,,,matched
LVP-FAWK-0026,"NAF 7mm Aquaplus Gold Vinyl 7.1"" — Bayview",,,,0a6f6e36-8b89-11eb-f3d6-7e8b54f62a46,LVP71VNYBAYVIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,2.99,,,,,,2026-09-21,Cowork,,,,,,,,,,,,,,2026-09-21 FAW Sept 19 list: Bayview was priced below the rest of the Aquaplus Gold group ($1.79 vs $1.99) — aligned to the list's collection-wide $1.99.,,,matched
LVP-FAWK-0044,"NAF 8mm Royal Flooring Vinyl 7.1"" — Pavilion",,,,161aa580-feeb-4fcc-83c3-d58b18e71ef4,LVP71VNYPAVILION,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,3.19,,,,,,2026-09-21,Cowork,,,,,,,,,,,,,,2026-09-21 FAW Sept 19 list: Pavilion was priced below the rest of the Royal group ($1.99 vs $2.19) — aligned to the list's collection-wide $2.19.,,,matched
ENG-FAWK-0084,"NAF Engineered Maple 6.5"" (Handscraped, Distressed) — Americano",,,,a072f3e7-8ce8-4e38-b703-412f05a918ab,ENG65MAPAMERICANO,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,4.99,,,,,,2026-09-21,Cowork,,,,,,,,,,,,,,2026-09-21 FAW Sept 19 list: Americano was priced below the rest of the Handscraped Maple group ($3.19 vs $3.99) — aligned to the list's collection-wide $3.99.,,,matched
ENG-FAWK-0065,"NAF Engineered European White Oak Designer 7.5"" (Wirebrushed, Select & Better) — Warm Honey",,,,70e9a691-05f3-4965-ab88-e2ea520537ae,ENG75OAKWARMHONEYEURDES,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79,7.79,,,,,,2026-09-21,Cowork,,,,,,,,,,,,,,"2026-09-21 FAW Sept 19 list: genuine cost decrease, $6.99 -> $6.79 (only Designer/European colour individually re-priced on this list, not a collection-wide move).",,,matched
ENG-FAWK-0054,"NAF Engineered White Oak Designer 7.5"" (Wirebrushed) — Da Vinci",,,,c7967980-5f0b-4899-a593-9770f1f3e8a0,ENG75OAKDAVINCIDES,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,5.99,,,3.99,2026-09-30,,,,,,,,,,,,,,,,,"2026-09-21 FAW Sept 19 list, CLEARANCE SALE Designer section: Da Vinci singled out at $3.99 (regular $4.99 unchanged, matching the other 3 non-European Designer colours on this list). Promo end date defaulted to month-end (no date printed) per the global rule. NOTE: this run's Promo cost/Promo end date write to Airtable was NOT executed automatically — catalog_reconcile.py's DIFF_FIELDS does not diff those two fields; only the Lightspeed supply_price picks up the promo via this CSV. Set Promo cost=$3.99 / Promo end date=2026-09-30 on ENG-FAWK-0054 by hand, and log a Promo applied row to Price History Log v2.",,,matched
LVP-FAWK-0084,"NAF 5mm Aqualuuuz Loose Lay Vinyl 7.36"" — Peking",NAF,FLOORS AT WORK,,db9e9a99-afb5-4173-8193-6ea68798d80a,LVP736VNYPEKING,Aqualuuuz,Flooring,LVP,SPC core,,,,,7.36,1219mm,5,20,,,,,Loose lay,Loose lay,,FALSE,,,,,,,2.29,3.29,,,,,,2026-09-21,Cowork,19.75,,55,,,TRUE,TRUE,TRUE,,,,,,"2026-09-22 re-extract (PL-377): Already written to both systems on 2026-09-21 (LS db9e9a99, Airtable recfS9sbjA3FJyPeu). Albert confirmed the size-variant reading in the Action column. Carried here as matched so a re-run updates rather than duplicates.",,recfS9sbjA3FJyPeu,matched
ENG-FAWK-0085,"NAF Engineered White Oak Designer Click 7.5"" — Truffle",NAF,FLOORS AT WORK,,df4887aa-9797-46de-81ac-1b7723eb1c5c,ENG75OAKTRUFFLEDESCLICK,Designer Click,Flooring,Engineered hardwood,Hardwood plywood,American White Oak,,Select,,7.5,1915mm (RL),18,,3,,,,Click,Float,,FALSE,,,,,,,4.99,5.99,,,,,,2026-09-21,Cowork,24.11,,45,,,TRUE,FALSE,,,,,,,"2026-09-22 re-extract (PL-377): NEW colourway 'Truffle'. Collection is 'Designer Click' — a BRAND NEW collection per Albert (Action column, PL-377 page table); the existing FAW 'Designer' records are T&G/Wirebrushed, this line is Click. Grade ABC -> Select. Species read as American White Oak because the row omits 'European' (rows 44/46 of the sheet say it explicitly); Finish type left blank — this row does not say Wirebrushed, unlike every sibling. Confirm species and finish with the FAW rep.",,recnJFmNXGzjHgrk0,matched
LVT-FAWK-0018,"NAF 5mm Aqualuuuz Loose Lay Tile 18"" x 36"" — Beijing",NAF,FLOORS AT WORK,,4b46aaa9-224f-48a0-8a41-fc0bcc92d129,LVT18VNYBEIJING,Aqualuuuz,Flooring,LVT,SPC core,,,,,18,"36""",5,20,,,,,Loose lay,Loose lay,,FALSE,,,,Floor,,,2.69,3.69,,,,,,2026-09-21,Cowork,22.48,,48,,,TRUE,TRUE,TRUE,,,,,,"2026-09-22 re-extract (PL-377): NEW product — 5mm Aqualuuuz Loose Lay TILE 18""x36"", a new format for this collection. The Sept 19 2026 sheet prints NO colour for this line; colourway 'Beijing' supplied by Albert (Action column, PL-377 page table) — Beijing, Shanghai and Prague. Distinct product from the 7.25"" Aqualuuuz PLANK of the same colour (LVP-FAWK-0063/0069/0070), which stays as it is.",,recWZY1R3M5ZbPTuR,matched
