id,handle,sku,composite_type,composite_parent_sku,composite_quantity,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,supply_price,retail_price,loyalty_value,account_code,account_code_purchase,supplier_code_ignore,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Titan Flooring,inventory_Titan Flooring,reorder_point_Titan Flooring,restock_level_Titan Flooring
0a6f6e36-8b89-11eb-f3d6-7e8ae78a4ead,BIYKHYDROGEN5CASHMERE,LVP-BIYK-BYKRCHY50CA-2,,,,"BIYKLVP-SPC - Hydrogen 5 (Cashmere) Click | 7"" x 5mm x 48"" - 26.43sf/b",Box size (sf): 26.43 | Supplier SKU: BYKRCHY50CA-2 | Wear layer (mil): 12 | Install method: Float | Locking system: Angle/Angle | Underpad included: TRUE | Underpad type: IXPE | Certifications: Floorscore | MAP price ($/sf): 4.08 | Last price update: 2026-05-22 | Price last changed by: Manual | Boxes per skid: 50 | Active: TRUE | Waterproof: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 25 | Commercial warranty (yrs): 5 | Salesperson notes: UnderTone attached underpad; angle/angle install.,FLOORING / VINYL / SPC,,,,,,,,1.77,2.77,,,,,Biyork,Biyork,,1,1,Default Tax,,,
0a6f6e36-8b89-11eb-f3d6-7e8ae79eda65,BIYKHYDROGEN5EVEREST,LVP-BIYK-BYKRCHY50EV-2,,,,"BIYKLVP-SPC - Hydrogen 5 (Everest) Click | 7"" x 5mm x 48"" - 26.43sf/b",Box size (sf): 26.43 | Supplier SKU: BYKRCHY50EV-2 | Wear layer (mil): 12 | Install method: Float | Locking system: Angle/Angle | Underpad included: TRUE | Underpad type: IXPE | Certifications: Floorscore | MAP price ($/sf): 4.08 | Last price update: 2026-05-22 | Price last changed by: Manual | Boxes per skid: 50 | Active: TRUE | Waterproof: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 25 | Commercial warranty (yrs): 5 | Salesperson notes: UnderTone attached underpad; angle/angle install.,FLOORING / VINYL / SPC,,,,,,,,1.77,2.77,,,,,Biyork,Biyork,,1,1,Default Tax,,,
0a6f6e36-8b89-11eb-f3d6-7e8ae7b22fe9,BIYKHYDROGEN5GOLDCOAST,LVP-BIYK-BYKRCHY50GO-2,,,,"BIYKLVP-SPC - Hydrogen 5 (Gold Coast) Click | 7"" x 5mm x 48"" - 26.43sf/b",Box size (sf): 26.43 | Supplier SKU: BYKRCHY50GO-2 | Wear layer (mil): 12 | Install method: Float | Locking system: Angle/Angle | Underpad included: TRUE | Underpad type: IXPE | Certifications: Floorscore | MAP price ($/sf): 4.08 | Last price update: 2026-05-22 | Price last changed by: Manual | Boxes per skid: 50 | Active: TRUE | Waterproof: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 25 | Commercial warranty (yrs): 5 | Salesperson notes: UnderTone attached underpad; angle/angle install.,FLOORING / VINYL / SPC,,,,,,,,1.77,2.77,,,,,Biyork,Biyork,,1,1,Default Tax,,,
0a6f6e36-8b89-11eb-f3d6-7e8ae7c66ecb,BIYKHYDROGEN5LIBERTY,LVP-BIYK-BYKRCHY50LI-2,,,,"BIYKLVP-SPC - Hydrogen 5 (Liberty) Click | 7"" x 5mm x 48"" - 26.43sf/b",Box size (sf): 26.43 | Supplier SKU: BYKRCHY50LI-2 | Wear layer (mil): 12 | Install method: Float | Locking system: Angle/Angle | Underpad included: TRUE | Underpad type: IXPE | Certifications: Floorscore | MAP price ($/sf): 4.08 | Last price update: 2026-05-22 | Price last changed by: Manual | Boxes per skid: 50 | Active: TRUE | Waterproof: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 25 | Commercial warranty (yrs): 5 | Salesperson notes: UnderTone attached underpad; angle/angle install.,FLOORING / VINYL / SPC,,,,,,,,1.77,2.77,,,,,Biyork,Biyork,,1,1,Default Tax,,,
731d54c4-4cf4-4ce3-9977-206a1cb936cf,BIYKHYDROGEN5MORNINGSPLENDOUR,LVP-BIYK-BYKRCHY50MS-2,,,,"BIYKLVP-SPC - Hydrogen 5 (Morning Splendour) Click | 7"" x 5mm x 48"" - 26.43sf/b",Box size (sf): 26.43 | Supplier SKU: BYKRCHY50MS-2 | Wear layer (mil): 12 | Install method: Float | Locking system: Angle/Angle | Underpad included: TRUE | Underpad type: IXPE | Certifications: Floorscore | MAP price ($/sf): 4.08 | Last price update: 2026-05-22 | Price last changed by: Manual | Boxes per skid: 50 | Active: TRUE | Waterproof: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 25 | Commercial warranty (yrs): 5 | Salesperson notes: UnderTone attached underpad; angle/angle install.,FLOORING / VINYL / SPC,,,,,,,,1.77,2.77,,,,,Biyork,Biyork,,1,1,Default Tax,,,
0a6f6e36-8b89-11eb-f3d6-7e8ae7dbefa8,BIYKHYDROGEN5NICKEL,LVP-BIYK-BYKRCHY50NI-2,,,,"BIYKLVP-SPC - Hydrogen 5 (Nickel) Click | 7"" x 5mm x 48"" - 26.43sf/b",Box size (sf): 26.43 | Supplier SKU: BYKRCHY50NI-2 | Wear layer (mil): 12 | Install method: Float | Locking system: Angle/Angle | Underpad included: TRUE | Underpad type: IXPE | Certifications: Floorscore | MAP price ($/sf): 4.08 | Last price update: 2026-05-22 | Price last changed by: Manual | Boxes per skid: 50 | Active: TRUE | Waterproof: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 25 | Commercial warranty (yrs): 5 | Salesperson notes: UnderTone attached underpad; angle/angle install.,FLOORING / VINYL / SPC,,,,,,,,1.77,2.77,,,,,Biyork,Biyork,,1,1,Default Tax,,,
0a6f6e36-8b89-11eb-f3d6-7e8ae806dabf,BIYKHYDROGEN5OVERCAST,LVP-BIYK-BYKRCHY50OV-2,,,,"BIYKLVP-SPC - Hydrogen 5 (Overcast) Click | 7"" x 5mm x 48"" - 26.43sf/b",Box size (sf): 26.43 | Supplier SKU: BYKRCHY50OV-2 | Wear layer (mil): 12 | Install method: Float | Locking system: Angle/Angle | Underpad included: TRUE | Underpad type: IXPE | Certifications: Floorscore | MAP price ($/sf): 4.08 | Last price update: 2026-05-22 | Price last changed by: Manual | Boxes per skid: 50 | Active: TRUE | Waterproof: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 25 | Commercial warranty (yrs): 5 | Salesperson notes: UnderTone attached underpad; angle/angle install.,FLOORING / VINYL / SPC,,,,,,,,1.77,2.77,,,,,Biyork,Biyork,,1,1,Default Tax,,,
373b611b-2b26-482d-b5ed-68b0a8d8ade8,BIYKHYDROGEN5REDUCERCASHMERE,ACC-BIYK-BYKHY5RECA,,,,"Biyork - Transition | Reducer | SPC | 94.49"" (Hydrogen 5, Cashmere)",Sold per piece | Supplier SKU: BYKHY5RECA | MAP price ($/sf): 49.7 | Active: TRUE | Salesperson notes: SIZE 94.49in x 1.69in x 8mm; 20 pcs/ctn.,ACCESSORIES,,,,,,,,23.27,33.27,,,,,Biyork,Biyork,,1,1,Default Tax,,,
00b2a6fe-7829-407d-8f4e-ad280bfd306e,BIYKHYDROGEN5REDUCEREVEREST,ACC-BIYK-BYKHY5REEV,,,,"Biyork - Transition | Reducer | SPC | 94.49"" (Hydrogen 5, Everest)",Sold per piece | Supplier SKU: BYKHY5REEV | MAP price ($/sf): 49.7 | Active: TRUE | Salesperson notes: SIZE 94.49in x 1.69in x 8mm; 20 pcs/ctn.,ACCESSORIES,,,,,,,,23.27,33.27,,,,,Biyork,Biyork,,1,1,Default Tax,,,
231e52cd-1f35-4b09-8a1d-d6c90b57a5c7,BIYKHYDROGEN5REDUCERGOLDCOAST,ACC-BIYK-BYKHY5REGO,,,,"Biyork - Transition | Reducer | SPC | 94.49"" (Hydrogen 5, Goldcoast)",Sold per piece | Supplier SKU: BYKHY5REGO | MAP price ($/sf): 49.7 | Active: TRUE | Salesperson notes: SIZE 94.49in x 1.69in x 8mm; 20 pcs/ctn.,ACCESSORIES,,,,,,,,23.27,33.27,,,,,Biyork,Biyork,,1,1,Default Tax,,,
