id,handle,sku,composite_name,composite_sku,composite_quantity,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,supply_price,retail_price,loyalty_value,loyalty_value_default,account_code,account_code_purchase,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Mississauga_Outlet,inventory_Mississauga_Outlet,reorder_point_Mississauga_Outlet,reorder_quantity_Mississauga_Outlet,min_quantity_Mississauga_Outlet,max_quantity_Mississauga_Outlet
880ea51b-3f20-4cde-865a-9604f0e8157e,WEISENG65ASH12BISTRO,ENG-WEIS-0001,,,,"WEISENG - 6.5"" 1.2mm Ash Veneer (Bistro) T&G | 6.5"" x 19.05mm x RL - 1.2mm top - 26.49sf/b - Character","Material type: Hardwood plywood | Finish type: Wire brushed | Box size (sf): 26.49 | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",FLOORING / ENGINEERED HARDWOOD,,,,,,,,2.99,3.99,,,,,Weiss,WEISS,,1,1,Default Tax,,,,,
3bd70be4-3125-4aff-a588-fb4004a6a3dd,WEISENG65ASH12OATMEAL,ENG-WEIS-0002,,,,"WEISENG - 6.5"" 1.2mm Ash Veneer (Oatmeal) T&G | 6.5"" x 19.05mm x RL - 1.2mm top - 26.49sf/b - Character","Material type: Hardwood plywood | Finish type: Wire brushed | Box size (sf): 26.49 | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",FLOORING / ENGINEERED HARDWOOD,,,,,,,,2.99,3.99,,,,,Weiss,WEISS,,1,1,Default Tax,,,,,
eac08baf-8430-4141-b193-3748622e6d9d,WEISENG65ASH12TERRACOTTA,ENG-WEIS-0003,,,,"WEISENG - 6.5"" 1.2mm Ash Veneer (Terracotta) T&G | 6.5"" x 19.05mm x RL - 1.2mm top - 26.49sf/b - Character","Material type: Hardwood plywood | Finish type: Wire brushed | Box size (sf): 26.49 | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",FLOORING / ENGINEERED HARDWOOD,,,,,,,,2.99,3.99,,,,,Weiss,WEISS,,1,1,Default Tax,,,,,
a137ddf6-240a-4049-8225-6fc05d3e8942,WEISENG65ASH12WARWICK,ENG-WEIS-0004,,,,"WEISENG - 6.5"" 1.2mm Ash Veneer (Warwick) T&G | 6.5"" x 19.05mm x RL - 1.2mm top - 26.49sf/b - Character","Material type: Hardwood plywood | Finish type: Wire brushed | Box size (sf): 26.49 | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",FLOORING / ENGINEERED HARDWOOD,,,,,,,,2.99,3.99,,,,,Weiss,WEISS,,1,1,Default Tax,,,,,
7ab4f3f2-4a69-4709-b654-fef154b0bb80,neaeng------red-oak-fortino-tg--f-e1-04-----6-12x34-tg-wirebrush-12mm-veneer---2649sfb,ENG-WEIS-0005,,,,"WEIENG -  - Red Oak (Fortino) T&G | #F-E1-04 | Character - 6-1/2""x3/4"" T&G Wirebrush, 1.2mm Veneer - 26.49sf/b",,FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.09,4.09,,,,,Weiss,WEISS,,,,,,,,,
4849c65b-3176-4acd-8555-58b8cbc58310,neaeng------red-oak-raw-tg--f-e1-06-----6-12x34-tg-wirebrush-12mm-veneer---2649sfb,ENG-WEIS-0006,,,,"WEIENG -  - Red Oak (Raw) T&G | #F-E1-06 | Character - 6-1/2""x3/4"" T&G Wirebrush, 1.2mm Veneer - 26.49sf/b",,FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.09,4.09,,,,,Weiss,WEISS,,,,,,,,,
f30922b2-b285-4838-ba67-524ce8040bc2,neaeng------red-oak-saffron-tg--f-e1-09-----6-12x34-tg-wirebrush-12mm-veneer---2649sfb,ENG-WEIS-0007,,,,"WEIENG -  - Red Oak (Saffron) T&G | #F-E1-09 | Character - 6-1/2""x3/4"" T&G Wirebrush, 1.2mm Veneer - 26.49sf/b",,FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.09,4.09,,,,,Weiss,WEISS,,,,,,,,,
fd35dd20-b9b4-42aa-aa9a-4e65a2af289f,neaeng------red-oak-sandy-brown-tg--f-e1-07-----6-12x34-tg-wirebrush-12mm-veneer---2649sfb,ENG-WEIS-0008,,,,"WEIENG -  - Red Oak (Sandy Brown) T&G | #F-E1-07 | Character - 6-1/2""x3/4"" T&G Wirebrush, 1.2mm Veneer - 26.49sf/b",,FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.09,4.09,,,,,Weiss,WEISS,,,,,,,,,
c99860d6-b3bc-4367-b05a-1bcc1c730d3e,neaeng------red-oak-seashell-tg--f-e1-10-----6-12x34-tg-wirebrush-12mm-veneer---2649sfb,ENG-WEIS-0009,,,,"WEIENG -  - Red Oak (Seashell) T&G | #F-E1-10 | Character - 6-1/2""x3/4"" T&G Wirebrush, 1.2mm Veneer - 26.49sf/b",,FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.09,4.09,,,,,Weiss,WEISS,,,,,,,,,
b1dafece-959f-420d-b9da-9c2d519a864a,neaeng------red-oak-silver-gray-tg--f-e1-08-----6-12x34-tg-wirebrush-12mm-veneer---2649sfb,ENG-WEIS-0010,,,,"WEIENG -  - Red Oak (Silver Gray) T&G | #F-E1-08 | Character - 6-1/2""x3/4"" T&G Wirebrush, 1.2mm Veneer - 26.49sf/b",,FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.09,4.09,,,,,Weiss,WEISS,,,,,,,,,
