SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus
ENG-WEIS-0001,"Weiss 6.5"" Ash 1.2mm — Bistro (Character)",Weiss,WEISS,,880ea51b-3f20-4cde-865a-9604f0e8157e,WEISENG65ASH12BISTRO,"6.5"" 1.2mm Ash Veneer",Flooring,Engineered hardwood,Hardwood plywood,Ash,,Character,,6.5,,19.05,,1.2,,,Wire brushed,T&G,,,FALSE,,,,,,,2.99,3.99,,,,,,2026-09-21,Cowork,26.49,,,,,TRUE,FALSE,,,,,,,"Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",,reciXeEpvMtJbvlXU,matched
ENG-WEIS-0002,"Weiss 6.5"" Ash 1.2mm — Oatmeal (Character)",Weiss,WEISS,,3bd70be4-3125-4aff-a588-fb4004a6a3dd,WEISENG65ASH12OATMEAL,"6.5"" 1.2mm Ash Veneer",Flooring,Engineered hardwood,Hardwood plywood,Ash,,Character,,6.5,,19.05,,1.2,,,Wire brushed,T&G,,,FALSE,,,,,,,2.99,3.99,,,,,,2026-09-21,Cowork,26.49,,,,,TRUE,FALSE,,,,,,,"Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",,recW4opFuvhh9IU4O,matched
ENG-WEIS-0003,"Weiss 6.5"" Ash 1.2mm — Terracotta (Character)",Weiss,WEISS,,eac08baf-8430-4141-b193-3748622e6d9d,WEISENG65ASH12TERRACOTTA,"6.5"" 1.2mm Ash Veneer",Flooring,Engineered hardwood,Hardwood plywood,Ash,,Character,,6.5,,19.05,,1.2,,,Wire brushed,T&G,,,FALSE,,,,,,,2.99,3.99,,,,,,2026-09-21,Cowork,26.49,,,,,TRUE,FALSE,,,,,,,"Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",,rectDv94yWvqLHGAY,matched
ENG-WEIS-0004,"Weiss 6.5"" Ash 1.2mm — Warwick (Character)",Weiss,WEISS,,a137ddf6-240a-4049-8225-6fc05d3e8942,WEISENG65ASH12WARWICK,"6.5"" 1.2mm Ash Veneer",Flooring,Engineered hardwood,Hardwood plywood,Ash,,Character,,6.5,,19.05,,1.2,,,Wire brushed,T&G,,,FALSE,,,,,,,2.99,3.99,,,,,,2026-09-21,Cowork,26.49,,,,,TRUE,FALSE,,,,,,,"Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",,receuBUU65G2A57Pj,matched
ENG-WEIS-0005,"Weiss 6.5"" Oak 1.2mm — Fortino (Character)",Weiss,WEISS,,7ab4f3f2-4a69-4709-b654-fef154b0bb80,WEISENG65OAK12FORTINO,"6.5"" 1.2mm Oak Veneer",Flooring,Engineered hardwood,Hardwood plywood,Oak,,Character,,6.5,,19.05,,1.2,,,Wire brushed,T&G,,,FALSE,,,,,,,3.09,4.09,,,,,,2026-09-21,Cowork,26.49,,,,,TRUE,FALSE,,,,,,,"Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",,recQuiO5BqBaU6Ine,matched
ENG-WEIS-0006,"Weiss 6.5"" Oak 1.2mm — Raw (Character)",Weiss,WEISS,,4849c65b-3176-4acd-8555-58b8cbc58310,WEISENG65OAK12RAW,"6.5"" 1.2mm Oak Veneer",Flooring,Engineered hardwood,Hardwood plywood,Oak,,Character,,6.5,,19.05,,1.2,,,Wire brushed,T&G,,,FALSE,,,,,,,3.09,4.09,,,,,,2026-09-21,Cowork,26.49,,,,,TRUE,FALSE,,,,,,,"Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",,recTo7fdNNBF3yfRV,matched
ENG-WEIS-0007,"Weiss 6.5"" Oak 1.2mm — Saffron (Character)",Weiss,WEISS,,f30922b2-b285-4838-ba67-524ce8040bc2,WEISENG65OAK12SAFFRON,"6.5"" 1.2mm Oak Veneer",Flooring,Engineered hardwood,Hardwood plywood,Oak,,Character,,6.5,,19.05,,1.2,,,Wire brushed,T&G,,,FALSE,,,,,,,3.09,4.09,,,,,,2026-09-21,Cowork,26.49,,,,,TRUE,FALSE,,,,,,,"Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",,recoLTSQcoDRlbbPB,matched
ENG-WEIS-0008,"Weiss 6.5"" Oak 1.2mm — Sandy Brown (Character)",Weiss,WEISS,,fd35dd20-b9b4-42aa-aa9a-4e65a2af289f,WEISENG65OAK12SANDYBROWN,"6.5"" 1.2mm Oak Veneer",Flooring,Engineered hardwood,Hardwood plywood,Oak,,Character,,6.5,,19.05,,1.2,,,Wire brushed,T&G,,,FALSE,,,,,,,3.09,4.09,,,,,,2026-09-21,Cowork,26.49,,,,Clearance,TRUE,FALSE,,,,,,,"Printed in RED on the Sept 21 2026 list, whose legend reads 'The color in Red: promotions while quantities last' -> Stock status Clearance per the schema's while-stock-lasts rule (verified from the PDF's character colours). Same printed price as the rest of its block; no separate promo price, so Promo cost is blank. Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",,rec9fZSO6xgGF8YZE,matched
ENG-WEIS-0009,"Weiss 6.5"" Oak 1.2mm — Seashell (Character)",Weiss,WEISS,,c99860d6-b3bc-4367-b05a-1bcc1c730d3e,WEISENG65OAK12SEASHELL,"6.5"" 1.2mm Oak Veneer",Flooring,Engineered hardwood,Hardwood plywood,Oak,,Character,,6.5,,19.05,,1.2,,,Wire brushed,T&G,,,FALSE,,,,,,,3.09,4.09,,,,,,2026-09-21,Cowork,26.49,,,,,TRUE,FALSE,,,,,,,"Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",,recebOGClticN7WmU,matched
ENG-WEIS-0010,"Weiss 6.5"" Oak 1.2mm — Silver Gray (Character)",Weiss,WEISS,,b1dafece-959f-420d-b9da-9c2d519a864a,WEISENG65OAK12SILVERGRAY,"6.5"" 1.2mm Oak Veneer",Flooring,Engineered hardwood,Hardwood plywood,Oak,,Character,,6.5,,19.05,,1.2,,,Wire brushed,T&G,,,FALSE,,,,,,,3.09,4.09,,,,,,2026-09-21,Cowork,26.49,,,,Clearance,TRUE,FALSE,,,,,,,"Printed in RED on the Sept 21 2026 list, whose legend reads 'The color in Red: promotions while quantities last' -> Stock status Clearance per the schema's while-stock-lasts rule (verified from the PDF's character colours). Same printed price as the rest of its block; no separate promo price, so Promo cost is blank. Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. Weiss price list valid from Sept 21 2026 (PL-376).",,recAOBj0VkrVjSf87,matched
