id,handle,sku,composite_name,composite_sku,composite_quantity,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,supply_price,retail_price,loyalty_value,loyalty_value_default,account_code,account_code_purchase,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Mississauga_Outlet,inventory_Mississauga_Outlet,reorder_point_Mississauga_Outlet,reorder_quantity_Mississauga_Outlet,min_quantity_Mississauga_Outlet,max_quantity_Mississauga_Outlet
,WEISACCSTAIRBOARDSET,ACC-WEIS-0007,,,,Weiss - Stair | Stairboard Set | SPC,"Material type: SPC core | Sold per piece | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. Cost/unit is PER PIECE. Available only in the vinyl colours marked * on the list (all of the 7mm and 8mm ranges plus most of the others -- 15 of the 19 LVP colours). Retail = Cost + $20 per the FAW vinyl stair-step markup, the closest documented rule; there is no dedicated stairboard-set tier, so confirm. Weiss price list valid from Aug 1 2026.",ACCESSORIES,,,,,,,,35,55,,,,,Weiss,Weiss,,1,1,Default Tax,,,,,
,WEISENG65OAK2CYPRESS,ENG-WEIS-0028,,,,"WEISENG - 6.5"" 2mm Oak Veneer (Cypress) T&G | 6.5"" x 19.05mm x RL - 2mm top - 26.49sf/b - Select & Better","Material type: Hardwood plywood | Finish type: Wire brushed | Box size (sf): 26.49 | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. The list's legend marks low stock by printing a colour in RED; verified against the PDF's character colours that NO colour name on any page is red, so Stock status is blank throughout. Weiss price list valid from Aug 1 2026.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.19,5.19,,,,,Weiss,Weiss,,1,1,Default Tax,,,,,
,WEISLVP720TAN,LVP-WEIS-0011,,,,"WEISLVP-SPC - 7mm Vinyl Plank 20 mil (Tan) | 7"" x 7mm x 48"" - 16.83sf/b","Material type: SPC core | Finish type: Painted bevel | Wear layer (mil): 20 | Waterproof: TRUE | Pet friendly: TRUE | Box size (sf): 16.83 | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 5.5mm core + 1.5mm attached underpad = 7mm total, which matches the 6mm/7mm/8mm trim sizes on the accessory table. Core construction not stated; rigid vinyl defaults to SPC per the global rule. Underpad material not named; IXPE assumed -- verify with Weiss. Marked * on the list, meaning a Stairboard Set is available in this colour ($35/pc) -- the asterisk is NOT a stock marker. 41 lb/box printed on the list; no box-weight field in the schema. The list's legend marks low stock by printing a colour in RED; verified against the PDF's character colours that NO colour name on any page is red, so Stock status is blank throughout. Weiss price list valid from Aug 1 2026.",FLOORING / VINYL / SPC,,,,,,,,1.59,2.59,,,,,Weiss,Weiss,,1,1,Default Tax,,,,,
,WEISACCUNDERLAY3MMEPEPAD,ACC-WEIS-0008,,,,Weiss - Sundry | Underlay | 3mm EPE Pad 200sf Roll,"Sold per piece | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. Cost/unit is PER 200 SQFT ROLL as printed. Retail = Cost + $20 per the cross-supplier underlayment markup. No acoustic ratings printed. Listed on the laminate page but sold as general underlay; Category set to Laminate for filtering. Weiss price list valid from Aug 1 2026.",ACCESSORIES,,,,,,,,10,30,,,,,Weiss,Weiss,,1,1,Default Tax,,,,,
,WEISENG65MAPLE12COTTAGEMAPLE,ENG-WEIS-0018,,,,"WEISENG - 6.5"" 1.2mm Maple Veneer (Cottage Maple) T&G | 6.5"" x 19.05mm x RL - 1.2mm top - 26.49sf/b","Material type: Hardwood plywood | Box size (sf): 26.49 | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. Weiss prints NO grade and NO finish for this veneer block -- both left blank rather than inherited from the oak block that shares its $3.39 price cell. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. The list's legend marks low stock by printing a colour in RED; verified against the PDF's character colours that NO colour name on any page is red, so Stock status is blank throughout. Weiss price list valid from Aug 1 2026.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.39,4.39,,,,,Weiss,Weiss,,1,1,Default Tax,,,,,
,WEISLVP812VARADERO,LVP-WEIS-0018,,,,"WEISLVP-SPC - 8mm Vinyl Plank 12 mil (Varadero) | 7"" x 8mm x 60"" - 17.91sf/b","Material type: SPC core | Wear layer (mil): 12 | Waterproof: TRUE | Box size (sf): 17.91 | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 6mm core + 2mm attached underpad = 8mm total, which matches the 6mm/7mm/8mm trim sizes on the accessory table. Core construction not stated; rigid vinyl defaults to SPC per the global rule. Underpad material not named; IXPE assumed -- verify with Weiss. Marked * on the list, meaning a Stairboard Set is available in this colour ($35/pc) -- the asterisk is NOT a stock marker. 47 lb/box printed on the list; no box-weight field in the schema. The list's legend marks low stock by printing a colour in RED; verified against the PDF's character colours that NO colour name on any page is red, so Stock status is blank throughout. Weiss price list valid from Aug 1 2026.",FLOORING / VINYL / SPC,,,,,,,,1.69,2.69,,,,,Weiss,Weiss,,1,1,Default Tax,,,,,
,WEISLVP612DRIFTWOOD,LVP-WEIS-0001,,,,"WEISLVP-SPC - 6mm Vinyl Plank 12 mil (Driftwood) | 7"" x 6mm x 60"" - 24.02sf/b","Material type: SPC core | Wear layer (mil): 12 | Waterproof: TRUE | Box size (sf): 24.02 | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 4.5mm core + 1.5mm attached underpad = 6mm total, which matches the 6mm/7mm/8mm trim sizes on the accessory table. Core construction not stated; rigid vinyl defaults to SPC per the global rule. Underpad material not named; IXPE assumed -- verify with Weiss. Not marked * -- no Stairboard Set listed for this colour. 47 lb/box printed on the list; no box-weight field in the schema. The list's legend marks low stock by printing a colour in RED; verified against the PDF's character colours that NO colour name on any page is red, so Stock status is blank throughout. Weiss price list valid from Aug 1 2026.",FLOORING / VINYL / SPC,,,,,,,,1.29,2.29,,,,,Weiss,Weiss,,1,1,Default Tax,,,,,
,WEISLVP712SABLE,LVP-WEIS-0007,,,,"WEISLVP-SPC - 7mm Vinyl Plank 12 mil (Sable) | 7"" x 7mm x 48"" - 21.63sf/b","Material type: SPC core | Wear layer (mil): 12 | Waterproof: TRUE | Box size (sf): 21.63 | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 5mm core + 2mm attached underpad = 7mm total, which matches the 6mm/7mm/8mm trim sizes on the accessory table. Core construction not stated; rigid vinyl defaults to SPC per the global rule. Underpad material not named; IXPE assumed -- verify with Weiss. Marked * on the list, meaning a Stairboard Set is available in this colour ($35/pc) -- the asterisk is NOT a stock marker. 48 lb/box printed on the list; no box-weight field in the schema. The list's legend marks low stock by printing a colour in RED; verified against the PDF's character colours that NO colour name on any page is red, so Stock status is blank throughout. Weiss price list valid from Aug 1 2026.",FLOORING / VINYL / SPC,,,,,,,,1.39,2.39,,,,,Weiss,Weiss,,1,1,Default Tax,,,,,
,WEISACCUNDERLAY3MMEVAPAD,ACC-WEIS-0009,,,,Weiss - Sundry | Underlay | 3mm EVA Pad 200sf Roll,"Sold per piece | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. Cost/unit is PER 200 SQFT ROLL as printed. Retail = Cost + $20 per the cross-supplier underlayment markup. Condo-grade: IIC 73 / STC 72 printed on the list. Listed on the laminate page but sold as general underlay; Category set to Laminate for filtering. Weiss price list valid from Aug 1 2026.",ACCESSORIES,,,,,,,,22,42,,,,,Weiss,Weiss,,1,1,Default Tax,,,,,
,WEISENG65OAK12GOLDENOAK,ENG-WEIS-0014,,,,"WEISENG - 6.5"" 1.2mm Oak Veneer (Golden Oak) T&G | 6.5"" x 19.05mm x RL - 1.2mm top - 26.49sf/b - Select Plus","Material type: Hardwood plywood | Finish type: Wire brushed | Box size (sf): 26.49 | Salesperson notes: Cost basis CONFIRMED 2026-09-10 by Albert: the list's single 'Price / SF' column is Titan's dealer cost, no multiplier. 'Select Plus' is Weiss's own grade wording, stored verbatim per the grade translation rule; it sits between Select and Select & Better on their sheet but is not formally mapped -- confirm the equivalence with Weiss. 62 lb/box printed on the list; the schema has no box-weight field (Weight per piece is tile/stone only), so it is recorded here. The list's legend marks low stock by printing a colour in RED; verified against the PDF's character colours that NO colour name on any page is red, so Stock status is blank throughout. Weiss price list valid from Aug 1 2026.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.39,4.39,,,,,Weiss,Weiss,,1,1,Default Tax,,,,,
