id,handle,sku,composite_name,composite_sku,composite_quantity,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,supply_price,retail_price,loyalty_value,loyalty_value_default,account_code,account_code_purchase,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Mississauga_Outlet,inventory_Mississauga_Outlet,reorder_point_Mississauga_Outlet,reorder_quantity_Mississauga_Outlet,min_quantity_Mississauga_Outlet,max_quantity_Mississauga_Outlet
,VIZNLVPLL5REVELSTOKE,LVP-VIZN-VL501,,,,"VIZNLVP-LL - Marvelous 5MM Loose Lay (Revelstoke) | 9.14"" x 5mm x 60.32"" - 30.61sf/b","Material type: Loose-lay vinyl | Install method: Loose lay | Boxes per skid: 40 | Waterproof: TRUE | Box size (sf): 30.61 | Salesperson notes: COST BASIS CONFIRMED 2026-09-10 by Albert — the printed '> PRICE' column is Titan's dealer cost, as-is (no multiplier); Retail = Cost + $1.00. Loose lay stated on the price list. Wear layer not published by Vizion.",FLOORING / VINYL / LOOSE LAY,,,,,,,,2.39,3.39,,,,,Vizion,Vizion,,1,1,Default Tax,,,,,
,VIZNACCSTAIRBOARDLAMINATE1200X300X27MM,ACC-VIZN-0011,,,,Vizion - Stair | Stair Board | Laminate | 1200 x 300 x 27 mm,"Sold per piece | Salesperson notes: COST BASIS CONFIRMED 2026-09-10 by Albert — the printed '> PRICE' column is Titan's dealer cost, as-is (no multiplier); Retail = Cost + $1.00. Priced per piece (Stair Board per set). Printed dimensions 1200 x 300 x 27 mm. Retail = Cost + $15 per the cross-supplier accessory markup standard. Trim material not stated by Vizion. Sold as a set. Listed at the same price in both the 14.3mm and 12.3mm laminate sections, so kept as one SKU. No dedicated markup standard for a stair board set — Stair Nose/Tread +$15 applied as the closest match; confirm with Albert.",ACCESSORIES,,,,,,,,28,43,,,,,Vizion,Vizion,,1,1,Default Tax,,,,,
,VIZNACCSTAIRBOARDSPC1200X300X30MM,ACC-VIZN-0005,,,,Vizion - Stair | Stair Board | SPC | 1200 x 300 x 30 mm,"Material type: SPC core | Sold per piece | Salesperson notes: COST BASIS CONFIRMED 2026-09-10 by Albert — the printed '> PRICE' column is Titan's dealer cost, as-is (no multiplier); Retail = Cost + $1.00. Priced per piece (Stair Board per set). Printed dimensions 1200 x 300 x 30 mm. Retail = Cost + $15 per the cross-supplier accessory markup standard. Trim material not stated by Vizion. Sold as a set. No dedicated markup standard for a stair board set — the Stair Nose/Tread +$15 rule applied as the closest match (same call as the Woden square-return set); confirm with Albert.",ACCESSORIES,,,,,,,,49,64,,,,,Vizion,Vizion,,1,1,Default Tax,,,,,
,VIZNLAM123AMAZON,LAM-VIZN-LV225,,,,"VIZNLAM - Epic 120 HR Water Resistant Laminate With Underlayment (12.3mm) (Amazon) | 7.7"" x 12.3mm x 48"" - 20.48sf/b","Material type: Water-Resistant Core | Boxes per skid: 50 | Box size (sf): 20.48 | Salesperson notes: COST BASIS CONFIRMED 2026-09-10 by Albert — the printed '> PRICE' column is Titan's dealer cost, as-is (no multiplier); Retail = Cost + $1.00. Water-resistant (120 HR), not waterproof. Attached underlayment stated in the collection name; pad material not stated. AC rating and locking system not published by Vizion. Collection name is shared with the 14.3mm group on the price list — thickness appended to disambiguate.",FLOORING / LAMINATE,,,,,,,,1.69,2.69,,,,,Vizion,Vizion,,1,1,Default Tax,,,,,
,VIZNACCSTAIRNOSINGSPC120X40X1545MM,ACC-VIZN-0002,,,,Vizion - Transition | Stair Nosing | SPC | 120 x 40 x 1545 mm,"Material type: SPC core | Sold per piece | Salesperson notes: COST BASIS CONFIRMED 2026-09-10 by Albert — the printed '> PRICE' column is Titan's dealer cost, as-is (no multiplier); Retail = Cost + $1.00. Priced per piece (Stair Board per set). Printed dimensions 120 x 40 x 1545 mm. Retail = Cost + $15 per the cross-supplier accessory markup standard. Trim material not stated by Vizion. Printed on the price list as ""Premium Custom Nosing"", listed under both the Marvelous 7MM and 8MM vinyl sections at the same price.",ACCESSORIES,,,,,,,,20,35,,,,,Vizion,Vizion,,1,1,Default Tax,,,,,
,VIZNACCREDUCERLAMINATE143MM15X45X2400MM,ACC-VIZN-0007,,,,Vizion - Transition | Reducer | Laminate 14.3mm | 15 x 45 x 2400 mm,"Sold per piece | Salesperson notes: COST BASIS CONFIRMED 2026-09-10 by Albert — the printed '> PRICE' column is Titan's dealer cost, as-is (no multiplier); Retail = Cost + $1.00. Priced per piece (Stair Board per set). Printed dimensions 15 x 45 x 2400 mm. Retail = Cost + $10 per the cross-supplier accessory markup standard. Trim material not stated by Vizion. PRICE CONFLICT — the price list prints this same part at two different prices in the 14.3mm section ($8.00) and the 12.3mm section ($12.00) with identical dimensions. Both rows kept so neither price is lost; merge to one SKU if Vizion confirms it is one part.",ACCESSORIES,,,,,,,,8,18,,,,,Vizion,Vizion,,1,1,Default Tax,,,,,
,VIZNLVP8YOHO,LVP-VIZN-V8003,,,,"VIZNLVP-SPC - Marvelous 8MM Luxury Vinyl (YOHO) | 7.2"" x 8mm x 60.8"" - 21.31sf/b","Material type: SPC core | Boxes per skid: 45 | Waterproof: TRUE | Box size (sf): 21.31 | Salesperson notes: COST BASIS CONFIRMED 2026-09-10 by Albert — the printed '> PRICE' column is Titan's dealer cost, as-is (no multiplier); Retail = Cost + $1.00. Core not stated on the price list — SPC core assumed per the global rule for unlabelled rigid vinyl. Wear layer, install profile and locking system are not published by Vizion.",FLOORING / VINYL / SPC,,,,,,,,1.89,2.89,,,,,Vizion,Vizion,,1,1,Default Tax,,,,,
,VIZNLAM143ASPEN,LAM-VIZN-LV322,,,,"VIZNLAM - Epic 120 HR Water Resistant Laminate With Underlayment (14.3mm) (Aspen) | 7.7"" x 14.3mm x 60.8"" - 19.28sf/b","Material type: Water-Resistant Core | Boxes per skid: 55 | Box size (sf): 19.28 | Salesperson notes: COST BASIS CONFIRMED 2026-09-10 by Albert — the printed '> PRICE' column is Titan's dealer cost, as-is (no multiplier); Retail = Cost + $1.00. Water-resistant (120 HR), not waterproof. Attached underlayment stated in the collection name; pad material not stated. AC rating and locking system not published by Vizion. Collection name is shared with the 12.3mm group on the price list — thickness appended to disambiguate.",FLOORING / LAMINATE,,,,,,,,1.89,2.89,,,,,Vizion,Vizion,,1,1,Default Tax,,,,,
,VIZNLAM123SEINE,LAM-VIZN-LV228,,,,"VIZNLAM - Epic 120 HR Water Resistant Laminate With Underlayment (12.3mm) (Seine) | 7.7"" x 12.3mm x 48"" - 20.48sf/b","Material type: Water-Resistant Core | Boxes per skid: 50 | Box size (sf): 20.48 | Salesperson notes: COST BASIS CONFIRMED 2026-09-10 by Albert — the printed '> PRICE' column is Titan's dealer cost, as-is (no multiplier); Retail = Cost + $1.00. Water-resistant (120 HR), not waterproof. Attached underlayment stated in the collection name; pad material not stated. AC rating and locking system not published by Vizion. Collection name is shared with the 14.3mm group on the price list — thickness appended to disambiguate.",FLOORING / LAMINATE,,,,,,,,1.69,2.69,,,,,Vizion,Vizion,,1,1,Default Tax,,,,,
,VIZNLAM123FRASER,LAM-VIZN-LV230,,,,"VIZNLAM - Epic 120 HR Water Resistant Laminate With Underlayment (12.3mm) (Fraser) | 7.7"" x 12.3mm x 48"" - 20.48sf/b","Material type: Water-Resistant Core | Boxes per skid: 50 | Box size (sf): 20.48 | Salesperson notes: COST BASIS CONFIRMED 2026-09-10 by Albert — the printed '> PRICE' column is Titan's dealer cost, as-is (no multiplier); Retail = Cost + $1.00. Water-resistant (120 HR), not waterproof. Attached underlayment stated in the collection name; pad material not stated. AC rating and locking system not published by Vizion. Collection name is shared with the 14.3mm group on the price list — thickness appended to disambiguate.",FLOORING / LAMINATE,,,,,,,,1.69,2.69,,,,,Vizion,Vizion,,1,1,Default Tax,,,,,
