supplier,sku,product_name,stage,reason,disposition,detail,action_id,source_row,col_printed,value_used,Action
IMPRESSIVE,ENG-IMPR-91306,IMPRESSIVE Huron — NATURAL,extract,new_colorway,wrote_flagged,new colorway not yet in Lightspeed (NATURAL) — create Written 2026-09-23.,cat-49576e34b8b4,87,,,
IMPRESSIVE,ENG-IMPR-91208,IMPRESSIVE Tremblant — NATURAL,extract,new_colorway,wrote_flagged,new colorway not yet in Lightspeed (NATURAL) — create Written 2026-09-23.,cat-5719005400a3,96,,,
IMPRESSIVE,ENG-IMPR-4870,IMPRESSIVE Heritage — AUCKLAND,extract,spec_gap,wrote_flagged,"Spec Gap: header says 5"" width, spec paragraph says 6.5"" — treated header as authoritative Written 2026-09-23.",cat-a76644f14d9b,151,,,
IMPRESSIVE,ENG-IMPR-4871,IMPRESSIVE Heritage — HAMILTON,extract,spec_gap,wrote_flagged,"Spec Gap: header says 5"" width, spec paragraph says 6.5"" — treated header as authoritative Written 2026-09-23.",cat-5e6de5e855d1,152,,,
IMPRESSIVE,ENG-IMPR-4872,IMPRESSIVE Heritage — NAPIER,extract,spec_gap,wrote_flagged,"Spec Gap: header says 5"" width, spec paragraph says 6.5"" — treated header as authoritative Written 2026-09-23.",cat-0b42272df424,153,,,
IMPRESSIVE,ENG-IMPR-4873,IMPRESSIVE Heritage — HASTINGS,extract,spec_gap,wrote_flagged,"Spec Gap: header says 5"" width, spec paragraph says 6.5"" — treated header as authoritative Written 2026-09-23.",cat-a2dea3d236b7,154,,,
IMPRESSIVE,ENG-IMPR-4874,IMPRESSIVE Heritage — NELSON,extract,spec_gap,wrote_flagged,"Spec Gap: header says 5"" width, spec paragraph says 6.5"" — treated header as authoritative Written 2026-09-23.",cat-f18d269a3fb8,155,,,
IMPRESSIVE,ENG-IMPR-4875,IMPRESSIVE Heritage — ASHBURTON,extract,spec_gap,wrote_flagged,"Spec Gap: header says 5"" width, spec paragraph says 6.5"" — treated header as authoritative Written 2026-09-23.",cat-3be13391d2f7,156,,,
IMPRESSIVE,ENG-IMPR-4876,IMPRESSIVE Heritage — TIMARU,extract,spec_gap,wrote_flagged,"Spec Gap: header says 5"" width, spec paragraph says 6.5"" — treated header as authoritative Written 2026-09-23.",cat-b23702a42abb,157,,,
IMPRESSIVE,ENG-IMPR-4877,IMPRESSIVE Heritage — LEVIN,extract,spec_gap,wrote_flagged,"Spec Gap: header says 5"" width, spec paragraph says 6.5"" — treated header as authoritative Written 2026-09-23.",cat-783134f10191,158,,,
IMPRESSIVE,ACC-IMPR-HARDWOODTRIMNOSINGCUSTOMPREFINISHED,IMPRESSIVE Nosing - Custom Prefinished (Transition),extract,ambiguous_naming,wrote_flagged,"Ambiguous Naming: price matches existing LS SKU IMP.V.NS (labeled VINYL moulding) but this line is a hardwood trim — not auto-matched, treated as new pending Albert confirmation Written 2026-09-23.",cat-f4f40b33ab73,248,,,
IMPRESSIVE,ACC-IMPR-HARDWOODTRIMREDUCERCUSTOMPREFINISHED,IMPRESSIVE Reducer - Custom Prefinished (Transition),extract,ambiguous_naming,wrote_flagged,"Ambiguous Naming: price matches existing LS SKU IMP.V.RED (labeled VINYL moulding) but this line is a hardwood trim — not auto-matched, treated as new pending Albert confirmation Written 2026-09-23.",cat-4451c8bc4138,249,,,
IMPRESSIVE,ACC-IMPR-HARDWOODTRIMTMOLDCUSTOMPREFINISHED,IMPRESSIVE T Mold - Custom Prefinished (Transition),extract,ambiguous_naming,wrote_flagged,"Ambiguous Naming: price matches existing LS SKU IMP.V.TM (labeled VINYL moulding) but this line is a hardwood trim — not auto-matched, treated as new pending Albert confirmation Written 2026-09-23.",cat-9d89ba6b82b2,250,,,
IMPRESSIVE,LVP-IMPR-37070,IMPRESSIVE Volterra — KINGSVILLE,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-2ac762f348d7,1,,,
IMPRESSIVE,LVP-IMPR-37071,IMPRESSIVE Volterra — RENWICK,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-94486a2cf3b5,2,,,
IMPRESSIVE,LVP-IMPR-37072,IMPRESSIVE Volterra — FERENDALE,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-e63b7064ddb5,3,,,
IMPRESSIVE,LVP-IMPR-37073,IMPRESSIVE Volterra — FRASER,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-6ad41163357f,4,,,
IMPRESSIVE,LVP-IMPR-37074,IMPRESSIVE Volterra — NORTHVILLE,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-20bc83516dbf,5,,,
IMPRESSIVE,LVP-IMPR-37075,IMPRESSIVE Volterra — LENOX,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-0431d7f89210,6,,,
IMPRESSIVE,LVP-IMPR-37076,IMPRESSIVE Volterra — ARMADA,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-4d5801d94023,7,,,
IMPRESSIVE,LVP-IMPR-37077,IMPRESSIVE Volterra — ROCKVILLE,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-1c70790bf025,8,,,
IMPRESSIVE,LVP-IMPR-37050,IMPRESSIVE Ventura — HOLLAND,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-b3a13071edff,9,,,
