SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus
LVP-IMPR-37070,IMPRESSIVE Volterra — KINGSVILLE,IMPRESSIVE,IMPRESSIVE,37070,70e95e43-d8cc-4e0b-b24c-2eb26f15a12d,IMPVINVOLTERRA7KINGSVILLE,Volterra,Flooring,LVP,Dry-back vinyl,,,,,7,"48""",2,12,,,,,Glue down,Glue down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,Supplier spec as printed (PL-381): finish 'UV Cured Acrylic'.,,recHv5hQ1WvnoZOns,matched
LVP-IMPR-37071,IMPRESSIVE Volterra — RENWICK,IMPRESSIVE,IMPRESSIVE,37071,1d249391-1299-417b-904c-2cd0003550af,IMPVINVOLTERRA7RENWICK,Volterra,Flooring,LVP,Dry-back vinyl,,,,,7,"48""",2,12,,,,,Glue down,Glue down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,Supplier spec as printed (PL-381): finish 'UV Cured Acrylic'.,,recQadXejRq0W0RDC,matched
LVP-IMPR-37072,IMPRESSIVE Volterra — FERENDALE,IMPRESSIVE,IMPRESSIVE,37072,e3a3546b-3e7c-4444-88fe-2a31e85eb95c,IMPVINVOLTERRA7FERENDALE,Volterra,Flooring,LVP,Dry-back vinyl,,,,,7,"48""",2,12,,,,,Glue down,Glue down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,Supplier spec as printed (PL-381): finish 'UV Cured Acrylic'.,,recAkFK2itiXS0HkV,matched
LVP-IMPR-37073,IMPRESSIVE Volterra — FRASER,IMPRESSIVE,IMPRESSIVE,37073,dff849a6-1bad-4f81-a116-47fba78ae10c,IMPVINVOLTERRA7FRASER,Volterra,Flooring,LVP,Dry-back vinyl,,,,,7,"48""",2,12,,,,,Glue down,Glue down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,Supplier spec as printed (PL-381): finish 'UV Cured Acrylic'.,,rec4XnBLBAtAU6h9h,matched
LVP-IMPR-37074,IMPRESSIVE Volterra — NORTHVILLE,IMPRESSIVE,IMPRESSIVE,37074,76862c7e-3b7f-4146-8974-b17e67c4a693,IMPVINVOLTERRA7NORTHVILLE,Volterra,Flooring,LVP,Dry-back vinyl,,,,,7,"48""",2,12,,,,,Glue down,Glue down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,Supplier spec as printed (PL-381): finish 'UV Cured Acrylic'.,,recibnbQhc4MI8ZHU,matched
LVP-IMPR-37075,IMPRESSIVE Volterra — LENOX,IMPRESSIVE,IMPRESSIVE,37075,d4400384-1913-4b1a-bd12-561b9d4305da,IMPVINVOLTERRA7LENOX,Volterra,Flooring,LVP,Dry-back vinyl,,,,,7,"48""",2,12,,,,,Glue down,Glue down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,Supplier spec as printed (PL-381): finish 'UV Cured Acrylic'.,,recARwvDLxGFSeoXd,matched
LVP-IMPR-37076,IMPRESSIVE Volterra — ARMADA,IMPRESSIVE,IMPRESSIVE,37076,7c094e0d-0914-4a87-92e1-0c290612fc91,IMPVINVOLTERRA7ARMADA,Volterra,Flooring,LVP,Dry-back vinyl,,,,,7,"48""",2,12,,,,,Glue down,Glue down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,Supplier spec as printed (PL-381): finish 'UV Cured Acrylic'.,,rec5TJhuiys7wskcF,matched
LVP-IMPR-37077,IMPRESSIVE Volterra — ROCKVILLE,IMPRESSIVE,IMPRESSIVE,37077,8266242f-7bd2-475a-a78a-555a2092aa63,IMPVINVOLTERRA7ROCKVILLE,Volterra,Flooring,LVP,Dry-back vinyl,,,,,7,"48""",2,12,,,,,Glue down,Glue down,,,,,,,,,1.07,2.07,,,,,,2026-09-22,Cowork,49.79,,50,,In stock,TRUE,,,,,,,,Supplier spec as printed (PL-381): finish 'UV Cured Acrylic'.,,recWoolrRLmnmQjxT,matched
LVP-IMPR-37050,IMPRESSIVE Ventura — HOLLAND,IMPRESSIVE,IMPRESSIVE,37050,07dbe729-84bf-40ef-b953-8d4e79102bdc,IMPVINVENTURA7HOLLAND,Ventura,Flooring,LVP,Dry-back vinyl,,,,,7,"48""",2.5,20,,,,,Glue down,Glue down,,,,,,,,,1.31,2.31,,,,,,2026-09-22,Cowork,50.92,,50,,In stock,TRUE,,,,,,,,Supplier spec as printed (PL-381): finish 'UV Cured Acrylic'.,,recxqaVzrKAOr2IcR,matched
LVP-IMPR-37051,IMPRESSIVE Ventura — DUTTON,IMPRESSIVE,IMPRESSIVE,37051,58b75ef5-1d18-440e-846d-4da065c37c06,IMPVINVENTURA7DUTTON,Ventura,Flooring,LVP,Dry-back vinyl,,,,,7,"48""",2.5,20,,,,,Glue down,Glue down,,,,,,,,,1.31,2.31,,,,,,2026-09-22,Cowork,50.92,,50,,In stock,TRUE,,,,,,,,Supplier spec as printed (PL-381): finish 'UV Cured Acrylic'.,,rectkK6rZI8p6Vzh6,matched
